prompt,id,question,annotations,ambiguous
When did pakistan won olympic gold medal in hockey for the first time?,5650367261587015274,When did pakistan won olympic gold medal in hockey for the first time?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([""When did Pakistan win an Olympic gold medal in men's field hockey for the second time?"",
              ""When did Pakistan win an Olympic gold medal in men's field hockey for the third time?"",
              ""When did Pakistan win an Olympic gold medal in men's field hockey for the first time?|When did Pakistan win its first Olympic gold medal in field hockey?|When did Pakistan win the Olympic gold medal in field hockey for the first time?|When did Pakistan first win an Olympic gold medal in field hockey?""],
             dtype=object), 'answer': array([array(['1968'], dtype=object), array(['1984'], dtype=object),
              array(['1960', 'September 9, 1960'], dtype=object)], dtype=object)}                                                                                                                                                                                                                                              ],
      dtype=object)}",True
How much does a trump golf membership cost?,5726344363373010009,How much does a trump golf membership cost?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['How much does the annual dues at Trump National Golf Club Westchester cost?|How much are the annual dues for a trump golf membership in Westchester in 2015?',
              'How much does the Trump Golf at Palm Beach membership cost?|How much is the annual dues at the Trump International Golf Club cost?',
              'How much does the initiation fee at Trump National Golf Club Westchester cost as of 2015?|How much are the initiation fees for a trump golf membership in Westchester in 2015?',
              'How much does the initiation fee at the Trump International Golf Club cost?',
              'How much does a Trump Golf Club (Bedminster) membership cost?|How much does membership at the Trump National Golf Club (Bedminster, New Jersey) cost at the most?'],
             dtype=object), 'answer': array([array(['$19,400'], dtype=object), array(['$25,000'], dtype=object),
              array(['$50,000'], dtype=object),
              array(['$150,000'], dtype=object),
              array(['at the most $300,000', '$300,000'], dtype=object)],
             dtype=object)}                                                                                                                                                                    ],
      dtype=object)}",True
Who sings the song stuck in the middle with you?,5730743033148160819,Who sings the song stuck in the middle with you?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who originally sang ""Stuck in the Middle With You""?',
              'Who sang ""Stuck in the Middle with You"" on the album Can\'t Explain?',
              'Who sang ""Stuck in the Middle With You"" on the album Old Flame?'],
             dtype=object), 'answer': array([array(['Stealers Wheel .', 'Stealers Wheel'], dtype=object),
              array(['Leif Garrett'], dtype=object),
              array(['Juice Newton'], dtype=object)], dtype=object)}                                     ],
      dtype=object)}",True
India's second largest integrated oil refining and marketing company?,5762024580269520317,India's second largest integrated oil refining and marketing company?,"{'type': array(['singleAnswer'], dtype=object), 'answer': array([array(['Bharat Petroleum Corporation Ltd'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who plays mrs dunbar on rules of engagement?,5865999542017023307,Who plays mrs dunbar on rules of engagement?,"{'type': array(['singleAnswer', 'singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Joan Collins'], dtype=object),
       array(['Joan Collins'], dtype=object),
       array(['Joan Collins'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
When does the next new episode of supernatural air?,5989278478968918912,When does the next new episode of supernatural air?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What date does the next new episode of supernatural air?|When does episode #319 of Supernatural air?|When does the next episode of Supernatural air?|When is the original air date for episode #319 of Supernatural?',
              'What time does the next new episode of supernatural air?',
              'What day of the week does the next new episode of supernatural air?'],
             dtype=object), 'answer': array([array(['2020', 'March 16, 2020'], dtype=object),
              array(['8:00 pm (ET)', '8:00 pm'], dtype=object),
              array(['Monday'], dtype=object)], dtype=object)}                                                                                                                                                                                    ],
      dtype=object)}",True
Where was snow white and the hunts man filmed?,5992104053523265225,Where was snow white and the hunts man filmed?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Where were the beach scenes in Snow White and the Huntsman filmed?|Where were the beach scenes for Snow White and the Huntsman predominantly filmed?',
              ""Where was principal photography for snow white and the hunts man filmed?|In which country was Snow White and the Huntsman filmed'?|Where was the principal photography of Snow White and the Huntsman filmed?"",
              'Where was a computer-generated castle in snow white and the hunts man filmed?'],
             dtype=object), 'answer': array([array(['Marloes Sands Beach', 'Marloes',
                     'in Pembrokeshire, on the Marloes Sands beach',
                     'Pembrokeshire, United Kingdom', 'Marloes, UK'], dtype=object),
              array(['United Kingdom'], dtype=object),
              array(['Gateholm island'], dtype=object)], dtype=object)}                                                                                                                                                       ,
       {'question': array(['Where were the beach scenes for ""Snow White and the Huntsman"" predominantly filmed?|Where were the beach scenes in Snow White and the Huntsman filmed?',
              'Where was principal photography for snow white and the hunts man filmed?|Where was ""Snow White and the Huntsman"" filmed?|In which country was ""Snow White and the Huntsman"" filmed""?|Where was the principal photography done for ""Snow White and the Huntsman""?',
              'Where was the castle in ""Snow White and The Huntsman"" filmed?'],
             dtype=object), 'answer': array([array(['Marloes Sands Beach', 'Pembrokeshire, on the Marloes Sands beach',
                     'Pembrokeshire, United Kingdom', 'Marloes, UK'], dtype=object)     ,
              array(['United Kingdom'], dtype=object),
              array(['Gateholm island'], dtype=object)], dtype=object)}                                                                                                                                                                                                          ],
      dtype=object)}",True
When does the originals season 4 episode 10 come out?,5996080538158548948,When does the originals season 4 episode 10 come out?,"{'type': array(['singleAnswer'], dtype=object), 'answer': array([array(['June 2 , 2017', 'June 2, 2017'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
When was rudolph the red-nosed reindeer song made?,6017191541488869938,When was rudolph the red-nosed reindeer song made?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['When was the song ""Rudolph the Red-nosed Reindeer"" adapted from a story into a song?',
              'When was the ""Rudolph The Red Nosed Reindeer"" song originally recorded?',
              'When was ""Rudolph The Red Nosed Reindeer"" first sung?'],
             dtype=object), 'answer': array([array(['1939'], dtype=object),
              array(['June 27, 1949'], dtype=object),
              array(['November 1949'], dtype=object)], dtype=object)}                                             ],
      dtype=object)}",True
Who has the worst overall record in the nfl?,6061459584791759224,Who has the worst overall record in the nfl?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What team has the worst overall win-loss record in the nfl for the regular season?|Which team has the worst overall win-loss record in the NFL, combining the regular season and playoffs?',
              'What team has the worst overall win-loss record in the NFL for the playoffs?',
              'Who has the worst overall record in the 2017 nfl season?',
              'Who has the worst overall record in the 2016 nfl season?',
              'Who has the worst overall record in the 2015 nfl season?'],
             dtype=object), 'answer': array([array(['Tampa Bay Buccaneers'], dtype=object),
              array(['Cincinnati Bengals'], dtype=object),
              array(['Cleveland Browns'], dtype=object),
              array(['Cleveland Browns'], dtype=object),
              array(['Cleveland Browns, Tennessee Titans'], dtype=object)],
             dtype=object)}                                                                                                                                                                                             ],
      dtype=object)}",True
What was the name of bangladesh before independence?,607894593868161203,What was the name of bangladesh before independence?,"{'type': array(['singleAnswer', 'singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['East Pakistan'], dtype=object),
       array(['East Pakistan'], dtype=object),
       array(['East Pakistan'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
When was the safe drinking water act enacted?,6126952944215511333,When was the safe drinking water act enacted?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['When was the fifth amendment to the Safe Drinking Water Act enacted?',
              'When was the sixth amendment to the Safe Drinking Water Act enacted?',
              'When was the seventh amendment to the Safe Drinking Water Act enacted?',
              'When was the Safe Drinking Water Act first enacted?',
              'When was the first amendment to the Safe Drinking Water Act enacted?',
              'When was the second amendment to the Safe Drinking Water Act enacted?',
              'When was the third amendment to the Safe Drinking Water Act enacted?',
              'When was the fourth amendment to the Safe Drinking Water Act enacted?'],
             dtype=object), 'answer': array([array(['2015'], dtype=object), array(['2016'], dtype=object),
              array(['2018'], dtype=object),
              array(['1974', 'December 16 , 1974'], dtype=object),
              array(['In 1986'], dtype=object),
              array(['In 1996.'], dtype=object),
              array(['In 2005'], dtype=object), array(['In 2011'], dtype=object)],
             dtype=object)}                                                                               ],
      dtype=object)}",True
Who led an armed uprising and seized fort garry?,6175694874504573953,Who led an armed uprising and seized fort garry?,"{'type': array(['singleAnswer', 'singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Louis Riel'], dtype=object),
       array(['Louis Riel'], dtype=object),
       array(['Louis Riel'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
What material is captain america's shield made out of?,6197919553092718789,What material is captain america's shield made out of?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What material is Captain Americas shield made out of mostly?',
              ""What are all the materials Captain America's shield  ismade out of?""],
             dtype=object), 'answer': array([array(['Vibranium', 'Vibranium-steel alloy', 'Steel'], dtype=object),
              array(['Vibranium, steel alloy, and an unknown catalyst'], dtype=object)],
             dtype=object)}                                                                                       ],
      dtype=object)}",True
Who was the first european to discover the mississippi river?,6317378469700914277,Who was the first european to discover the mississippi river?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who was the first European to sail upriver the Mississippi River?',
              'Who was the first European person to discover the Mississippi River?'],
             dtype=object), 'answer': array([array(['Alonzo Alvarez de Pineda'], dtype=object),
              array(['Hernando de Soto'], dtype=object)], dtype=object)}                       ],
      dtype=object)}",True
In 1893 new zealand became the first country in the world to grant voting rights to?,6368377440589265749,In 1893 new zealand became the first country in the world to grant voting rights to?,"{'type': array(['singleAnswer', 'singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Women'], dtype=object), array(['women'], dtype=object),
       array(['women'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who has received the player of the century award?,6380796440762059433,Who has received the player of the century award?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who has received the FIFA Player of the Century award?',
              'Who has received the FIFA Female Player of the Century award?',
              ""Who won FIFA's Player of the Century award based on the internet poll?"",
              ""Who won FIFA's Player of the Century award based on votes from FIFA officials?"",
              ""Who won FIFA's Female Player of the Century award based on the internet poll?"",
              ""Who won FIFA's Female Player of the Century award based on votes from FIFA officials?""],
             dtype=object), 'answer': array([array(['Diego Maradona and Pele',
                     'Diego Armando Maradona and Edson Arantes do Nascimento',
                     'Maradona and Pelé', 'Pele and Diego Maradona',
                     'Diego Maradona and Pelé'], dtype=object)                ,
              array(['Michelle Anne Akers and Sun Wen', 'Michelle Akers and 孙雯',
                     'Michelle Akers and Sūn Wén', 'Michelle Akers and Sun Wen',
                     'Michelle Akers and 孫雯'], dtype=object)                    ,
              array(['Diego Maradona'], dtype=object),
              array(['Pelé'], dtype=object), array(['Sun Wen'], dtype=object),
              array(['Michelle Akers'], dtype=object)], dtype=object)}                                 ,
       {'question': array(['Who has received the FIFA Player of the Century award?',
              'Who has received the FIFA Female Player of the Century award?',
              ""Who won FIFA's Player of the Century award based on the internet poll?"",
              ""Who won FIFA's Player of the Century award based on votes from FIFA officials?"",
              'Who won the football/soccer ""Player of the Century"" award?',
              'Who won the FIFA Player of the Century award?',
              ""Who won FIFA's Female Player of the Century award based on the internet poll?"",
              ""Who won FIFA's Female Player of the Century award based on votes from FIFA officials?""],
             dtype=object), 'answer': array([array(['Diego Armando Maradona and Edson Arantes do Nascimento',
                     'Maradona and Pelé', 'Diego Maradona and Pelé'], dtype=object),
              array(['Michelle Anne Akers and Sun Wen', 'Michelle Akers and 孙雯',
                     'Michelle Akers and Sūn Wén', 'Michelle Akers and Sun Wen',
                     'Michelle Akers and 孫雯'], dtype=object)                    ,
              array(['Diego Maradona'], dtype=object),
              array(['Pelé'], dtype=object),
              array(['Diego Maradona'], dtype=object),
              array(['Pele'], dtype=object), array(['Sun Wen'], dtype=object),
              array(['Michelle Akers'], dtype=object)], dtype=object)}                                       ],
      dtype=object)}",True
When was the first fast and furious film made?,6818525918465491519,When was the first fast and furious film made?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['When was the first Fast and Furious film created?|When was the first movie in The Fast Saga series filmed?',
              'When was the first fast and furious film released?|When was the first of the fast and the furious films released?'],
             dtype=object), 'answer': array([array(['2000'], dtype=object), array(['2001'], dtype=object)],
             dtype=object)}                                                                                                             ],
      dtype=object)}",True
When does the 2018 football world cup start?,6899145568236291709,When does the 2018 football world cup start?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([""When did the 2018 men's football world cup start?"",
              ""When did the 2018 women's football world cup start?""],
             dtype=object), 'answer': array([array(['14 June', 'June 14, 2018', '14 June 2018'], dtype=object),
              array(['August 5, 2018'], dtype=object)], dtype=object)}                                         ],
      dtype=object)}",True
What does pax romana mean and why is it important?,6990604505432466959,What does pax romana mean and why is it important?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What does pax romana mean?', 'Why is pax romana important?'],
             dtype=object), 'answer': array([array(['Latin for ""Roman Peace""', 'Roman Peace'], dtype=object),
              array(['increased and sustained inner hegemonial peace and stability',
                     'greatest territorial extent and its population reached a maximum'],
                    dtype=object)                                                        ],
             dtype=object)}                                                                                  ,
       {'question': array(['What does pax romana mean?',
              'Why is Pax Romana important in Roman history?'], dtype=object), 'answer': array([array(['Roman Peace'], dtype=object),
              array(['200-year-long period with sustained inner hegemonial peace and stability'],
                    dtype=object)                                                                ],
             dtype=object)}                                                                                                          ],
      dtype=object)}",True
Who stars in the movie the quiet place?,7003458853369735394,Who stars in the movie the quiet place?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who stars in the movie the quiet place as Evelyn Abbott?|Who plays Evelyn Abbott in The Quiet Place?',
              'Who stars in the movie the quiet place as Regan Abbott?|Who plays Regan Abbott in The Quiet Place?',
              'Who stars in the movie the quiet place as Marcus Abbott?|Who plays Marcus Abbott in The Quiet Place?',
              'Who stars in the movie the quiet place as Lee Abbott?|Who plays Lee Abbott in The Quiet Place?',
              'Who are the actors in The Quiet Place?',
              'Who stars in the movie the quiet place part I?',
              'Who stars in the movie the quiet place part II?'], dtype=object), 'answer': array([array(['Emily Blunt'], dtype=object),
              array(['Millicent Simmonds'], dtype=object),
              array(['Noah Jupe'], dtype=object),
              array(['John Krasinski'], dtype=object),
              array(['John Krasinki, Emily Blunt, Millicent Simmonds, Noah Jupe'],
                    dtype=object)                                                 ,
              array(['John Krasinski and Emily Blunt'], dtype=object),
              array(['Emily Blunt, Millicent Simmonds, and Noah Jupe'], dtype=object)],
             dtype=object)}                                                                                                            ],
      dtype=object)}",True
Who played big daddy in cat on a hot tin roof?,7049879526021736257,Who played big daddy in cat on a hot tin roof?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who played Big Daddy in Cat on a Hot Tin Roof in the 1958 movie version?|Who played Big Daddy in the Cat on a Hot Tin Roof movie in 1958?',
              'Who played Big Daddy in the original Broadway cast of Cat on a Hot Tin Roof?',
              'Who played Big Daddy in Cat on a Hot Tin Roof in the 1984 movie version?|Who played Big Daddy in the Cat on a Hot Tin Roof movie in 1984?'],
             dtype=object), 'answer': array([array(['Burl Ives', 'Burl Icle Ivanhoe Ives'], dtype=object),
              array(['Burl Ives', 'Burl Icle Ivanhoe Ives'], dtype=object),
              array(['Elmore Rual Torn Jr.', 'Elmore Rual ""Rip"" Torn Jr.', 'Rip Torn'],
                    dtype=object)                                                      ],
             dtype=object)}                                                                                                                                            ,
       {'question': array(['Who played big daddy in cat on a hot tin roof(1958)?|Who played Big Daddy in Cat on a Hot Tin Roof movie (1958)?|Who played Big Daddy in the original Broadway cast of Cat on a Hot Tin Roof?',
              'Who played big daddy in cat on a hot tin roof(1984)?|Who played Big Daddy in Cat on a Hot Tin Roof movie (1984)?'],
             dtype=object), 'answer': array([array(['Burl Ives'], dtype=object),
              array(['Rip Torn'], dtype=object)], dtype=object)}                                                                                                                                                           ],
      dtype=object)}",True
Who sings i want to rock with you?,7080973364954686043,Who sings i want to rock with you?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Who sings rock with you since 2005?',
              ""Who sings rock with you since 1979?|Who sings 'Rock With You' in 1979?"",
              'Who sings rock with you since 2003?|Who sings ""Rock With You"" (2003)?',
              ""Who sings 'Rock with U' in 2008?""], dtype=object), 'answer': array([array(['Jef ""Basto!"" Martens.',
                     'Belgian DJ/producer Jef ""Basto!"" Martens', 'Basto!'], dtype=object),
              array(['Michael Jackson'], dtype=object),
              array(['BoA'], dtype=object),
              array(['Janet Jackson'], dtype=object)], dtype=object)}                                             ],
      dtype=object)}",True
What is the salary for the president of the united states of america?,721036449503491425,What is the salary for the president of the united states of america?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What is the salary for the president of the united states of america, set in 1789?',
              'What is the salary for the president of the united states of america, set in 1873?',
              'What is the salary for the president of the united states of america, set in 1909?',
              'What is the salary for the president of the united states of america, set in 1949?',
              'What is the salary for the president of the united states of america, set in 1969?',
              'What is the salary for the president of the united states of america, since 2001?'],
             dtype=object), 'answer': array([array(['$25,000'], dtype=object), array(['$50,000'], dtype=object),
              array(['$75,000'], dtype=object),
              array(['$100,000'], dtype=object),
              array(['$200,000'], dtype=object),
              array(['$400,000/year', '$400,000 annual', '$400,000',
                     '$400,000 annually'], dtype=object)            ],
             dtype=object)}                                                                                     ,
       {'question': array(['What is the salary for the president of the united states of america set in 1969?',
              'What is the salary for the president of the united states of america since 2001?',
              'What is the salary for the president of the united states of america since 2001 in 2018 USD?'],
             dtype=object), 'answer': array([array(['$200,000'], dtype=object),
              array(['$400,000'], dtype=object),
              array(['$567,000'], dtype=object)], dtype=object)}                                               ],
      dtype=object)}",True
Who played festus on the tv show gunsmoke?,7240062746594540469,Who played festus on the tv show gunsmoke?,"{'type': array(['singleAnswer', 'singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Ken Curtis'], dtype=object),
       array(['Ken Curtis'], dtype=object),
       array(['Ken Curtis'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
How many episodes in season 1 of handmades tale?,7250684143362492316,How many episodes in season 1 of handmades tale?,"{'type': array(['singleAnswer', 'singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['10'], dtype=object), array(['10'], dtype=object),
       array(['10'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who is the oldest player currently playing in the nba?,7387442183144756721,Who is the oldest player currently playing in the nba?,"{'type': array(['singleAnswer', 'singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Vince Carter'], dtype=object),
       array(['Vince Carter'], dtype=object),
       array(['Vince Carter', 'Vincent Lamar Carter Jr.'], dtype=object)],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Where does the blue lagoon water come from?,742018440742709392,Where does the blue lagoon water come from?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([""Where does the water in the Blue Lagoon in Iceland come from?|Where did Iceland's Blue Lagoon water come from?|Where does the blue lagoon water come from in Iceland?"",
              ""Where does the blue lagoon estuary's water come from?""],
             dtype=object), 'answer': array([array(['Svartsengi geothermal power station',
                     'nearby geothermal power plant Svartsengi',
                     'Geothermal power plant', 'Svartsengi', 'geothermal power station'],
                    dtype=object)                                                        ,
              array(['Umgeni River'], dtype=object)], dtype=object)}                                                                                                                               ],
      dtype=object)}",True
Who shifted the capital from calcutta to delhi?,742597099377407250,Who shifted the capital from calcutta to delhi?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What group shifted the capital of India from Calcutta to Delhi?',
              'What individuals shifted the capital of India from Calcutta to Delhi?'],
             dtype=object), 'answer': array([array(['Government of British India'], dtype=object),
              array(['King George V and Queen Mary'], dtype=object)],
             dtype=object)}                                                                       ],
      dtype=object)}",True
Who was the winner of britain's got talent season 8?,7453869633731944690,Who was the winner of britain's got talent season 8?,"{'type': array(['singleAnswer', 'singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['Collabro'], dtype=object),
       array(['Collabro'], dtype=object),
       array(['Collabro'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Movie with the song sunshine on my shoulders?,7494804303418493420,Movie with the song sunshine on my shoulders?,"{'type': array(['multipleQAs', 'multipleQAs'], dtype=object), 'answer': array([array([], dtype=object), array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['What was the 1973 movie with the song ""Sunshine on my Shoulders""?|What was the TV movie with the song \'Sunshine on my Shoulders\'?',
              'What was the 2000 movie with the song ""Sunshine on my Shoulders""?'],
             dtype=object), 'answer': array([array(['Sunshine'], dtype=object),
              array(['Take Me Home: The John Denver Story'], dtype=object)],
             dtype=object)}                                                                                                                                      ,
       {'question': array(['1973 Movie with the song sunshine on my shoulders?|Which movie contains the song ""Sunshine on my Shoulders""?|What movie has the John Denver song ""Sunshine on my Shoulders""? in it?|What TV movie had the song ""Sunshine on my Shoulders""?',
              '2000 Movie with the song sunshine on my shoulders?'], dtype=object), 'answer': array([array(['Sunshine'], dtype=object),
              array(['Take Me Home: The John Denver Story'], dtype=object)],
             dtype=object)}                                                                                                                                                                                                                                             ],
      dtype=object)}",True
When was the first hydrogen fuel cell created?,7705629154901331013,When was the first hydrogen fuel cell created?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['When did Robert Grove develop the first fuel cell?',
              'When did hydrogen hydrogen fuel cells first start to be referenced?|When was the hydrogen fuel cell first mentioned?|When was the first hydrogen fuel cell first published?'],
             dtype=object), 'answer': array([array(['1842'], dtype=object),
              array(['December 1838', '1838', 'October 1838'], dtype=object)],
             dtype=object)}                                                                                                                                                                  ],
      dtype=object)}",True
Where are the group of cells that control the natural resting heart rate found?,7754436520813105788,Where are the group of cells that control the natural resting heart rate found?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Where are the group of  muscle cells that control the natural resting heart rate found?',
              'Where are the cells that control the resting heart rate found if the SA node is damaged?',
              'Where are the cells that control the resting heart rate found?'],
             dtype=object), 'answer': array([array(['atria', 'Right Atrium'], dtype=object),
              array(['Atrioventricular node', 'AV node'], dtype=object),
              array(['SA node', 'sinoatrial node'], dtype=object)], dtype=object)}                                   ],
      dtype=object)}",True
What is the meaning of the name apoorva?,7767054936832110848,What is the meaning of the name apoorva?,"{'type': array(['singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array([""'unprecedented', 'new', 'extraordinary'"",
              ""meaning 'unprecedented', 'new', 'extraordinary'""], dtype=object),
       array(['extraordinary', 'new', 'Extraordinary', 'unprecedented', 'New',
              'Unprecedented', ""'unprecedented', 'new', 'extraordinary'""],
             dtype=object)                                                    ],
      dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
When did ladainian tomlinson play for the chargers?,7967186147637853422,When did ladainian tomlinson play for the chargers?,"{'type': array(['singleAnswer'], dtype=object), 'answer': array([array(['2001-2009'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who plays lead guitar on i want you she's so heavy?,8074165592261630409,Who plays lead guitar on i want you she's so heavy?,"{'type': array(['singleAnswer', 'singleAnswer', 'singleAnswer'], dtype=object), 'answer': array([array(['John Lennon'], dtype=object),
       array(['John Lennon'], dtype=object),
       array(['John Lennon'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)},
       {'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who sings 'fever dog' in 'almost famous'?,8088422444947494523,Who sings 'fever dog' in 'almost famous'?,"{'type': array(['singleAnswer'], dtype=object), 'answer': array([array(['Stillwater'], dtype=object)], dtype=object), 'qaPairs': array([{'question': array([], dtype=object), 'answer': array([], dtype=object)}],
      dtype=object)}",False
Who has the most wins in a major league baseball season?,8092204619038306144,Who has the most wins in a major league baseball season?,"{'type': array(['multipleQAs'], dtype=object), 'answer': array([array([], dtype=object)], dtype=object), 'qaPairs': array([{'question': array(['Which National League team has the most wins in a single MLB season?|Who has the highest win percentage in a Major League Baseball season?',
              'Who has the highest number of wins in a Major League Baseball season?',
              'Which American League team has the most wins in a single MLB season?'],
             dtype=object), 'answer': array([array(['Chicago Cubs', 'Chicago', 'Cubs'], dtype=object),
              array(['Cubs and Mariners', 'Chicago Cubs and Seattle Mariners',
                     'Chicago and Seattle'], dtype=object)                    ,
              array(['Seattle Mariners'], dtype=object)], dtype=object)}                                                                                                ],
      dtype=object)}",True
