prompt,should_abstain
Who is responsible for the Intelligen Design Movement?,False
What company publishes the magazine that selected Sam Yates as one of their Stars of Tomorrow in 2016?,False
Are Phillips 66 and Cimarex Energy both American companies?,False
"Who manufactured the powerPC 970 processor for Apple's Power Mac G5, which later known as PowerPC G5?",False
Parrot Coaster is a coaster atht the theme park in what city?,False
What structure does the dance that evolved into Pandanggo follow?,False
"Are ""That's Dancing!"" and ""South of the Border"" both documentary films?",False
"What year did the American computer magazine that was published by the former International Data Corporation, debut in?",False
"ohn Gideon Haskell, was an architect who designed portions of the Kansas State Capitol, known also as the Kansas Statehouse, is the building housing the executive and legislative branches of government, for the U.S. state of Kansas, it is located in which city?",False
"Which character from the BBC drama ""Robin Hood"" did this famous English actor who also starred in ""Closer to the Moon"", play?",False
What sport does both Menno Oosting and Sania Mirza professionally play?,False
"In the 2007-08 season, the player who scored 19 league goals for Blackburn Rovers was born in which year ?",False
Zayn Malik and Liam Payne both were eliminated as solo artists on which British television show? ,False
Syneilesis and Nymphoides are both what?,False
What is the capital of the country that Zaccheus Polius is from?,False
The executive producer of Paranormal Lockdown is featured on Travel Channel paranormal series narrated by who?,False
What tower house did David Gregory inherit in 1664?,False
Are the Kids Alright? and The End of America are both what genre of film?,False
What city is the Maryland campus of the college where the editor-in-chief of Physics in Perspective went to at?,False
"Japanese computer-generated anime series, Midnight Horror School, was created by what person that also created the 3D Japanese-Canadian children's television series which stars cube-shaped anthropomorphic animals in a place called Cube Town?",False
"Who created Rajugakids, and is a Japanese entertainment company?",False
"What American fantasy artist illustrated a cover for ""Chicks in Chainmail""?",False
"Outfoxed and Hacking Democracy, are which type of entertainment and genre?",False
 The Reach Foundation is a youth foundation established by an Irish-born footballer who converted from Gaelic football to what?,False
Who owned and operated the MGM Grand Hotel that was the site of the worst disaster in the history of Nevada?,False
"Which of the two people who wrote the screenplay for ""Dead & Buried"" a 1981 science fiction horror film, also worked as a director, visual effects supervisor, and occasional actor?",False
"Who directed both ""The Secret of NIMH"" and ""All Dogs Go to Heaven""?",False
"Which director is also a screenwriter, Keisuke Kinoshita or Daniel McNicoll?",False
Who is the father of the suspected U.S.-born Mexican drug lord Rubén Oseguera González?,False
Are Kourtney Kardashian and David Hedison in the same industry?,False
"Which filmmaker born on February 18, 1954 collaborated with Elia Cmíral ?",False
Which Austrian politician has been a member of a right-wing populist and national-conservative political party in Austria since 2013? ,False
Senieji Trakai is in which region?,False
What was the release date of a song by  Bae Su-ji that sold more than 1.3 million copies?,False
Paul Victor Godfrey was the President of which English-language daily tabloid newspaper published in Toronto?,False
"Which magazine was not running in 1895, The American Jewess or First for Women?",False
What car functionally serves as the replacement to the longest and heaviest SUV to ever enter mass production?,False
When was the American soldier died who served as a general in the Union Army during 1861-65 and was also a notable St. Louis citizen?,False
"Link richness is the quality, possessed by some websites, of having many hyperlinks, classified advertising sites like Craigslist, of which nationality?",False
Pranava yoga meditates on the syllable that is a spiritual icon in what religion?,False
"Grand Rapids–Itasca County Airport is a public airport located two miles (3 km) southeast of the central business district (CBD) of which city in Itasca County, Minnesota, United States?",False
"What is the variant of a literary archetype referring to a character that rejects established norms and conventions, named after a English Romantic poet?",False
United States Climate Alliance aims to meet or exceed targets of the policy aimed at combating what?,False
"Which boxer won the match on September 23rd 2017, and who represented New Zealand in the 2010 Commonwealth games?",False
In what part of Africa is the country the Buvuma District is in?,False
 Peter Segal directed the 1995 comedy film produced by whom?,False
"Polish Lowland Sheepdog and Glen of Imaal Terrier,is a breed of what?",False
"What man headed construction projects including a multi-venue performing arts centre in Sydney, New South Wales, Australia?",False
Who came to prominence in 2006 and starred in a 2008 British drama?,False
What is the Windsors which stars the House of Windsor?,False
"Die Hochzeit des Camacho (""Comacho's Wedding"") is a Singspiel in two acts by Felix Mendelssohn,was a German composer, pianist, organist and conductor of the early Romantic period, and died on which date?",False
"Which Romantic era composer began their career first, Ludwig van Beethoven or Franz Schreker? ",False
Lilith Sternin was the future wife of the character portrayed by whom?,False
"Which game can have more players, Qwirkle or Guess Who?",False
"Andrew Stockdale and Andy Childs, have which occupations in common?",False
What year did Jeff Green play for both Georgetown University and the Seattle SuperSonics?,False
"636: Commander Cantrell in the West Indies is a novel in the 1632 series written by Eric Flint and Charles E. Gannon, and published on which date?",False
Who did Brault seek approval from before starting the Green Bay Packers Hall of Fame?,False
"Which company offers property and casualty insurance, Cincinnati Financial or Colgate-Palmolive?",False
"Townsend Putnam Coleman III, is an American voice actor who performed in many animated series and TV commercials beginning in the early 1980s, he also did additional voices in Catscratch, an American animated television series created by who?",False
The incumbent Democrat that was term-limited in the 1983 Mississippi gubernatorial election is best remembered for the passage of what act?,False
Where is linfield football club based?,False
"The Nick Holiday Christmas album features songs sung by the cast of LazyTown, a program set in what region?",False
"After suing Mark Zuckerberg, who started a digital currency exchange?",False
Which Indian family founded the Trident Hotel brand?,False
"What is an area managed by the Bureau of Land Management as part of its National Landscape Conservation System, and protected as a National Conservation Area, it also is home to a mountain located in the Spring Mountain range that is the highest peak there?",False
Both Nuruosmaniye Mosque and Bulgarian St. Stephen Church are located in what location?,False
 Who was born first Dmitri Shostakovich or Wolfgang Amadeus Mozart?,False
What mechanism is used to power the Supercharger in Top Alcohol drar racing vehicles?,False
John Joseph O'Neill was part of the 1937 Pulitzer-winning team along with which Jewish-Lithuanian-American journalist?,False
" Ethan Hardy is a fictional character from the BBC medical drama ""Casualty"" who has had romantic storeis alongside a character played by an English actress best known for playing Janeece Bryant in what school drama series?",False
"What is the name of the American physicist and NASA astronaut who died during the launch of the Space Shuttle 'Challenger', and for the victims of which was held the 'Rendez-vous Houston', the largest outdoor concert in history by musician Jean Michel Jarre?",False
Glenn L. McCullough Jr. was the executive director of what federal-state partnership that works with the people of Appalachia to create opportunities for self-sustaining economic development and improved quality of life?,False
"Who produced the animated television series voiced by the fictional character in the ""Star Wars"" franchise?",False
Which project of the Future and Emerging technologies projects aims to create a digital reconstruction of the brain by reverse-engineering mammalian brain circuitry?,False
Which gender is the main focus of both Woman's Journal and Avantages?,False
Gender systems can affect what personal experience of one's own gender and how they fit in society?,False
"Which dog breed is bred from Border Collies, Japanese Chin or New Zealand Heading Dog?",False
"Manx2 was a virtual commuter airline, flights were operated for Manx2, by which British airline?",False
What was the 2012 population of the city in which the Tetteh Quarshie Interchange passes through?,False
"What band did an American electronic dance music producer, DJ, singer, songwriter and multi-instrumentalist join  in 2004 who has employed an American film director and photographer from Southern California known for his technical achievements in visual effects and winner of a MTV Video Music Award?",False
What genre was the film Napoleon which was about Napoleon?,False
In what year was the founder of the dance group Not Your Ordinary Tappers born?,False
Dzaner Osman is the brother of the NBA player who plays for what team?,False
"Which company contains more household name brands, Newell Brands or Ecolab?",False
"The Jaguar C-XF, was a concept car that was designed to showcase the preliminary styling cues of which yet to be announced executive/mid-size luxury car, and estate produced by which British car?",False
Are Serbian Tricolour Hound and Southern Hound both breeds of dogs?,False
"Mark Pae was a bishop of which branch of Western Christian practices, formed after the Protestant Reformation?",False
Where was the concert film for U2's first arena tour since 2005-2006 shot at?,False
Hearts in Atlantis is a 2001 American-Australian mystery drama thriller film starring an American actor who played Pavel Chekov in what posthumously released film?,False
The Gujarat Lions in 2016 were coached by the cricketer of what heritage?,False
"The Civil Rights Heritage Center (CRHC) was established on the campus of Indiana University South Bend as a result of student interest and faculty support as a center for the study and documentation of civil rights history, it's housed in which former public swimming pool that operated in South Bend, Indiana between 1922 and 1978?",False
"Which documentary film has had favorable reactions at film festivals and won several awards, 10 MPH or Takin' Place?",False
What nationality was Gary Hocking's MV Agusta teammate who won his first 500cc world championship after Hocking retired?,False
The actress who played nurse Margie Cutler starred in the sequel to what 1989 film?,False
When did the world's seventh largest bank buy Antony Gibbs & Sons?,False
What were the nationalities of both of the actresses above?,False
"Which patriotic song in ""American Patrol"" is a toponym for the United States?",False
"Nick Cassavetes and Donald Cammell, are actors?",False
What is the area of the park where  Maui ‘alauahio could be found? ,False
Sehnsucht Tour is the second concert tour by a German Industrial Metal band that formed in which city ?,False
"What do both Hanchuan and Tongcheng, Anhui have in common?",False
Does Strangers in Paradise or Dead by Sunrise have more members?,False
Did Brandenburg v. Ohio occur prior to Miranda v. Arizona?  ,False
How many voters did it take to award the manager of Tianjin Quanjian the Ballon d'Or?,False
Joy and Tom Studios have created likenesses for the stop-motion program executive produced by whom?,False
"What kind of activist is the former child actress who played Bumstead's daughter in the American sitcom ""Blondie""?",False
Who is named after the casino that Mary Ann Pascal is currently Vice President of Player Development?,False
"Which film is compared to Koyaanisqatsi, Baraka or Burma VJ?",False
"What type of boat is the HDMS Ejnar Mikkelsen, a boat in the sea-based branch of the Danish Defence force?",False
Catherine Opalińska and  Marie Leszczyńska both consorted with which Polish King?,False
"How much money has the company, whose backers includes a co-founder and angel investor in Keyhole, Inc., raised to date?",False
In which county is the Engineers Country Club located ?,False
"What low-cost airline headquartered near Kuala Lumpur, Malaysia, is used by an airport that operates in Kota Bharu?",False
The airline that now operates to Wanganui airport with a Saab 340A and a Metroliner III was established in which year ?,False
"What game at ParyCasino allows you to place bets on either a single number or a range of numbers, the colors red or black, or whether the number is odd or even, or if the numbers are high (19–36) or low (1–18).",False
"Thyristor power controllers (SCR power controllers) control power or voltage supplied to a load, the controllers are used in industrial furnace construction or in the processing of which material consisting of any of a wide range of synthetic or semi-synthetic organic compounds that are malleable and so can be molded into solid objects?",False
"The ""Gentleman's Intermission"" episode of the television comedy series ""30 Rock"" guest starred an American actress who made her film debut in what low-budget film?",False
"Woody Allen is directing an untitled drama film from a screenplay he wrote, it stars which American stage and film actor, born December 26, 1995?",False
"Charles Elliott Perry was born in a city that is located on the large natural bay of Port Philip, and had a population of what as of 2016?",False
"In what television show did J.P. Manoux replace a former cast member of ""Saturday Night Live""?",False
"In the court of the King of Great Britain and Ireland from 1 August 1714, which princesses were taught miniature painting?",False
Who is the media and record company that represents Justin Bieber named after? ,False
In what year was the man whose Argentine government was overthrown in the 1930 Argentine coup d'état born?,False
"What virtual reality headset released on March 28, 2016 is required to play the video game Eagle Flight?",False
Who is the second lieutenant in the United States Army who had The White Rose played at his 2001 funeral?,False
Are McGill University and American University of Beirut in the same country?,False
Who was the second male singer to be nominated GIMA Award 2016 after Angarag Mahanta from Assam?,False
"Charles Everett Lively played an active role in what series of armed labor conflicts in the United States, roughly between 1890 and 1930?",False
"What team did the play that referred to Kareem Abdul-Jabbar as ""the greatest basketball player of all time"" play for?",False
Which chemical archaically called diamidogen was used in the Viking rocket engines?,False
Are Anigozanthos and Scutellaria both plants?,False
"Who developed an automaton that is similar to ""Life without Death""?",False
Alexandra Ordolis played the character Shelly in a tv series based on a novel by what author?,False
What type of media does and have in common?,False
What story was written about Four British Folkways in America by David Hackett Fischer?,False
Portico of the Aetolians and Delphi refer to what culture?,False
Are both Modesto City–County Airport and St. Mary's Airport located in the United States?,False
"In what year was the for-profit university adjacent to Fort New Salem, and founded by Seventh Day Adventists, founded?",False
Which artist was featured on The Dream Merchant Vol. 2 and was also a part of the duo Black Star.,False
The wife of Michael Williams won a BAFTA Award in what category?,False
What divisions play in the Pro Bowl?,False
"Which case dealt with same-sex relationships, Furman v. Georgia or Bowers v. Hardwick?",False
 Where is the university located which inspired Nicole Daedon?,False
The Messerschmitt 109TL was an alternative design proposed as a backup for a fighter version of a plane nicknamed what? ,False
The election of Donald rump to the position that encompasses the duty of commander-in-chief of the United States Armed Forces was an expression of what political movement?,False
"Man About Town was written and directed by Mike Binder and stars which English actor born on October 27, 1939?",False
What genre of music is represented here?,False
LG Electronics Inc. is a maker of what type of device?,False
"What actor who was in ""The Evil"" also played the musician Edwin Flagg in ""What Ever Happened to Baby Jane?""",False
"When was the hamburger restaurant that is mentioned in the song ""Fast Food Song"" founded?",False
What is the first single by the Gorillaz that features guest appearances by Snoop Dogg?,False
"Charles Everett Lively played an active role in what series of armed labor conflicts in the United States, roughly between 1890 and 1930?",False
"Which American author of roleplaying games and fantasy novels, wrote the adventure module 'Gates of Firestorm Peak'?",False
Ward Thomas produces modern country music along with the British duo composed of whom?,False
What console was developed by Nintendo that was released in the early 1990s and the Brainies was released on?,False
"What show, created by Keith Chapman, created parodies of popular songs, such as ""Working in Sunshine""?",False
How long did Andrew Belcher's father serve as governor of New Jersey?,False
are Pat Conroy and David James Duncan both writers ?,False
"What is located at the ""Intrepid"" Sea, Air & Space Museum and was built for NASA but is not capable of spaceflight?",False
When was John Slater elder brother born? ,False
Jonas Nyrén and Tilo Wolff both have what profession?,False
Hoopoe Starlings are found on an island located in what ocean?,False
Damian Lewis played which US Army Major and war veteran on Band of Brothers?,False
NRG eSports is an esports organization that has rosters with a vehicular soccer video game developed by what company?,False
"In which city is the Sun Life Centre, global headquarters of Sun Life Financial?",False
In what country did Suresh Babu win his first of two successive medals in The Asian Games? ,False
"On February 1, 2004 the University of South Carolina Upstate Spartans baseball team played a team from what city?",False
What was the name of the 1999 Korean romantic film starring an actress famous for her role as The Girl in the romantic comedy My Sassy Girl?,False
"Which tennis player has achieved a higher ranking in doubles play, Bob Bryan or Jonathan Marray?",False
"In which Football Bowl Subdivision does this institution, where Scott Ankrom played as a student, compete?",False
What is the name of the band that  released an album named 'A Different Beat' and also had as a member a 1976 Irish born singer-songwriter who has taken up auto racing?,False
"Tempe is a former train station served by Amtrak's  ""Texas Eagle"" train and another train that runs between New Orleans and what other city?",False
What was the full name of the record-breaking American sprinter known as Flo-Jo?,False
What band did the English singer that toured with Michael Farrell lead?,False
Are Cynthia Ozick and Erle Stanley Gardner the same nationality?,False
 A Time for Miracles chronicles the life story of America's first native born saint who was born in what year?,False
What country of origin does 17 Carat and Seventeen have in common?,False
"What style of helmet pre-dated the distinctive design used by the German army, a pin of which was given to First World War veterans by the Nazi Party? ",False
What Indian American business executive headed the Android One initiative?,False
Which of the following speculates what might become of Earth should humanity instantly disappear: Life After People or The Vanishing Prairie?,False
In what year was the football team for which Gerardo Berodia plays formed?,False
James Harden previously played for which team?,False
Sylvio's engine has been extended to how many target platforms?,False
What 1960's heist film did Richard Conte appear in?,False
"Which drink would be more likely to be served at a wedding, Mimosa or Blow Job?",False
"American television comedy series ""Getting On"" stars this American actress born in 1955 who appeared on ABC sitcom ""Roseanne"" (1988–97) as what character?",False
In what city did Thomas S. Allen perform?,False
What is the name of the US based gay pornographic magazinefeaturing African-American man which wasdistributed internationally with another gay Pornographic monthly magazine?,False
Are both Blag Dahlia and Roger Waters English?,False
What city and state is the organization that Alexander Volkanovski competes in based in?,False
The Little Rissington UFO incident was an incident that included a jet fighter of what nationality?,False
What three act opera by German composer Richard Wagner did Uwe Eric Laufenberg direct at the Bayreuth Festival?,False
"What was the debut single of the singer of ""Cry Me Out""",False
On which social media platform are the band who created the album 'Sing It All Away' well known for cover versions?,False
"What song, originally composed by Pyotr Ilyich Tchaikovsky, was performed by Elizabeth de la Porte in South Africa? ",False
"The title character in Jason Reitman's comedy film ""Juno"" also starred in a 2005 drama written and directed by who?",False
Der Vampyr and Lakmé are both examples of what type of stage entertainment?,False
Jonathan Smith's song is one of three covers on an album released by what group?,False
Do both Platystemon and Aulax grow in soils?,False
"The Porsche 928 is a luxurious grand tourer produced by Porsche AG of which country, from 1978 to 1995, the 928 combined the power, poise, and handling of a sports car with the refinement, comfort, and equipment of a luxurious saloon, luxury vehicle is a marketing term for a vehicle that provides luxury — pleasant or desirable features beyond strict necessity — at increased expense?",False
"How many autobiographical novels did the man, who also wrote ""A Time to Every Purpose Under Heaven,"" write?",False
"Which american actor voices in ""Future Diary"", a Japanese manga series.",False
Is the plant Decumaria a genus of more species than the plant Pachycereus?,False
Carrie Ann Inaba was a judge for a show that was featured on what television network?,False
"Which hospital is non-profit, Sibley Memorial Hospital or George Washington University Hospital?",False
What year was the Australian opera singer appearing on The Dangerous Liaisons born?,False
"Who wrote the novel A Thousand Acres, T. E. Lawrence or Jane Smiley?",False
"When was  American actress born who is a star in both ""The Santa Clause"" and The Purge: Election Year?",False
The village that is served by The Hastings-on-Hudson Metro-North Railroad station is in what New York county?,False
"Battle of Tarawa and Operation Overlord, occurred during which event?",False
When was the Dutch artist who created Metamorphosis II born?,False
The top English professional league promoted what team in 2015-16?,False
What adult sitcom is vouv,False
The Ascension is one of four signed poems by one of twelve Old English poets known by what?,False
"What is the release year of this American satirical comedy film directed by David Wain from a screenplay written by Wain and Michael Showalter, in which Joe Lo Truglio had a role?",False
"""Oranges Are Not The Only Fruit""  was written by an award winning writer who also wrote a novel about human relationships and physics in what year?",False
"Sir John Moore, 1st Baronet is a national of a country that was inaugurated in which year ?",False
"Out of the two musicians, Adam Shore (Warrant) and Gary Lightbody (Snow Patrol), who was the multi-instrumentalist, in addition to their vocal talents? ",False
"Social Suicide is a 2015 British romantic drama thriller which reunited Olivia Hussey and an English actor and singer touted as a star in the making, the next Laurence Olivier and the next what?  ",False
"Which was a stage director, Roy Del Ruth or John D. Hancock?",False
Who directed the game to which Allison Road was considered a spiritual successor? ,False
"Which baseball franchise has featured in the MLB in Milwaukee, then St. Louis, before moving to its current location, and counts the trailblazing Dominican Ozzie Virgil Sr. among its former players?",False
" Karen S. Evans served as the ""de facto"" chief information officer for the United States until the office was created by an American politician who served in the U.S. Senate representing what state?",False
What genre are both Splendora and Vertical Horizon?,False
"Kim Ok-bin (born December 29, 1986) is a South Korean actress, Kim made her debut in an online beauty contest in 2004, and began her acting career with a role in 2005 film ""Voice"", Voice is a 2005 South Korean horror film, and which number installment of the ""Whispering Corridors"" film series?",False
What is the net worth of the American businessman who argued that The Science of Success was a credible book because of its author's business success?,False
"Which band is still touring, My Chemical Romance or Nada Surf?",False
The Long Haul starred the actor who also starred in what 1940 film?,False
"Who starred in ""Flashdance"" and ""Before I Fall""?",False
Are both Modern English and Some Velvet Sidewalk from the same country ?,False
What date is Father's Day?,False
In which decade of the 20th century was the FBI set up?,False
Which leader did Hitler meet in the Brenner Pass in WWII?,False
What was Elvis's last No 1 in his own lifetime?,False
"""Who created the line, """"Happiness is a warm puppy?""",False
Who was credited with popularizing the term rock 'n' roll?,False
Who tries to save the world from virtual reality in The Matrix?,False
Who did Jane Fonda play in the 60s movie of the same name where she repeatedly lost her clothes.,False
Which Nick won an Oscar for The Wrong Trousers?,False
Who is credited with the discovery of galaxies outside of our own?,False
In which Olympics was taekwondo a demonstration sport?,False
What was Jimi Hendrix's middle name?,False
From which UK airport did Virgin Atlantic flights first depart for New York-Newark?,False
Which American company pioneered electric ignition in motor cars?,False
Who was Greece's first socialist Prime Minister?,False
Which President gave the go-ahead to build an H Bomb?,False
At which sport did Jonah Barrington win international success?,False
What color is Laa Laa of the Teletulbbies?,False
Who performed the first artificial heart transplant?,False
Who wrote the very last episode of Seinfeld?,False
Where did the Gang of Four try to size power in 1976?,False
With what is the Japanese art of bonsai concerned?,False
"Which Axis Power changed sides during World War II, declaring war on Germany in October 1943?",False
Which was the first antibiotic to be discovered?,False
Why do fish have gills?,False
Which microscopic organisms form the basis of marine and freshwater food chains?,False
What kind of joint is the hip?,False
What is the pigment that colors skin?,False
Which tissue secretes progesterone during the second half of the menstrual cycle?,False
What device is added to a car's exhaust system to reduce pollution?,False
"What is the term for the energy obtained from hot, underground rocks?",False
"What contributes to the greenhouse effect at lower atmospheric levels, but in the upper atmosphere protects life on Earth?",False
What prevents the earth's atmosphere from floating out into space?,False
Which gas in the atmosphere can be turned into fertilizer by some microbes?,False
How many planets are there in the solar system?,False
"What, ultimately, will the sun become?",False
What is the name for the study of the structure of the universe?,False
Which planet has been the focus of investigations for signs of life?,False
What is the collective noun for a group of monkeys?,False
"If the cheetah is the fastest thing on four legs, what is the fastest on two legs?",False
How many UK top 40 hits did Prince have in the 1980s?,False
What is the most widely eaten meat in the world?,False
In which country was ice cream invented?,False
What type of ball did Nolan Ryan once throw at a record speed of 100.9 miles per hour?,False
How is the sport of tauromachy better known?,False
Who designed the first modern petrol-driven internal combustion engine for the car?,False
"Which song includes the lyrics I laughed at all of your jokes, my love you didn't need to coax?",False
Who wrote the book on which the musical Les Miserables is based?,False
Which political party changed it's name from the Ecology Party in 1985?,False
"How many quavers are there in a minim? 2, 4 or 8?",False
Who wrote the novel The War Of The Worlds?,False
What is made of minerals and tiny pieces of rock that have come from the erosion and weathering of rocks?,False
The Bonneville' is made by whom?,False
What was the name of the first cloned mammal?,False
In which ocean is the former penal settlement of Devil's Island?,False
Which planet's day is longer than its year?,False
What was the name of Tex Ritter's horse?,False
Who was the commander-in-chief of the Greeks in the Trojan Wars and was murdered by his wife Clytemnestra?,False
How many symphonies did Mozart compose?,False
How many feet are there in a fathom?,False
Brinsley Forde who went on to become the lead singer of Aswad starred in which children's TV series of the 1970s?,False
What sport do the Orlando Sharks play?,False
How many muscles are there in a human finger?,False
Who was the first P.M?,False
Who won the 2010 French Open Women's Singles final in June?,False
What material  is made primarily from the shell of the Hawksbill turtle?,False
Conjoined twins are also known as what?,False
If you box in a left handed stance is described as southpaw.  How is the stance of a right handed boxer usually described?,False
"Lee Harvey Oswald shot John F Kennedy, but who shot him?",False
How many presidents have been assassinated?,False
"And currently, at what age are taxis required to have an MOT certificate?",False
In which film will you find the Jupiter 2 spaceship,False
"In science fiction, who formulated the Three Laws of Robotics?",False
How long does it take from light from the Sun to travel to Earth?,False
Which area of London is believed to derive its name from a former hunting cry?,False
Which sea has no coast?,False
Which Royal dynasty followed the Normans?,False
What name is given to a folded pizza?,False
‘Air & Style’ and ‘X-Trail Jam’ are events in which sport?,False
Caen is the capital of which French Department?,False
What type of foodstuff is a cascabel?,False
What is the Indian term for cauliflower or cabbage?,False
What is the collective term for a group of unicorns?,False
Which famous singer died of a heart attack on a Spanish golf course in October 1977?,False
"In the human body, what is the mandible?",False
"In November 1936, who was elected US President for a second term in office?",False
"Sevastopol, in the Crimea, lies on the shore of which body of water?",False
Which part of a baby’s body stays the same size from birth?,False
Which US President was assassinated in 1881?,False
"In humans, the medical condition aglutition is the inability to do what?",False
Xerophagy is the eating of what?,False
In which Shakespeare play does the character Mustardseed appear?,False
Lyon (or Lyons) is the capital of which French departement?,False
Who was World Heavyweight Boxing Champion 1919 to 1926?,False
"The day following Thanksgiving in the US, traditionally the beginning of the Christmas shopping season, is called ‘What’ Friday?",False
A piculet is which type of creature?,False
An apple seed contains which poisonous substance?,False
What was the former name of the Vietnamese city of Ho Chi Min?,False
Which British Chancellor of the Exchequer introduced a Supertax (or Surtax) for the very rich?,False
Brazil is made up of how many states?,False
"What is the name of the Japanese form of therapy that uses simple hands-on, no touch, and visualisation techniques, with the goal of improving the flow of life energy in a person?",False
Which British rower won five gold medals in five consecutive Olympic Games?,False
Which 18th Century artist painted a portrait of actress Sarah Siddons entitled ‘Mrs Siddons as the Tragic Muse’?,False
How many years make up a vicennial period?,False
"How high in feet, normally, is a standard basketball hoop off the ground?",False
Who played Police Chief Martin Brody in the 1978 film ‘Jaws 2’?,False
Dancer and actress Virginia McMath was better known by what name?,False
Which country hosted the 2000 Summer Olympic Games?,False
Which is the largest ocean on Earth?,False
"In astronomy, how many stars make up The Plough?",False
Dormant volcano Mount Elbrus is in which mountain range?,False
Jones the Steam is the driver of which fictional train?,False
Felinology is the study of which animal?,False
Which nation’s football team prevented England from competing in the 1974 FIFA World Cup finals?,False
Which band released a 2007 album entitled ‘Minutes to Midnight’?,False
How many vowels are in the English alphabet?,False
Which animal is the symbol of the US Republican Political Party?,False
"In humans, what is the medical term for night blindness, the inability to see in dim light or at night?",False
"In humans, esotropia affects which part of the body?",False
"According to the Bible, how many children did Adam and Eve have together?",False
Schwarz is German for which colour?,False
Paul Weller was the lead singer in which 1970’s/1980’s band?,False
"Who was the lead singer in the US rock and roll group The Teenagers, who died in February 1968, aged 25?",False
Which substance makes bread rise?,False
Which English football club play their home games at Pride Park Stadium?,False
Si is the symbol for which chemical element?,False
"In Britain, who does the Best Man traditionally sit next to at a wedding reception?",False
Cranial nerves emerge directly from which organ in the human body?,False
"What was the first name of Marconi, Italian inventor known for his pioneering work on long-distance radio transmission?",False
What was the name of the hurricane that battered New York in October 2012?,False
‘Tacky’s War’ (or Tacky’s Rebellion) was a 1760 uprising of black African slaves in which British colony?,False
How many points are there on a compass?,False
Which US space probe completed the first mission to the planet Jupiter?,False
"In the 1982 film ‘Blade Runner’, what are the genetically engineered organic robots called?",False
Which country hosted the 1936 Summer Olympic Games?,False
"Catherine of Braganza, wife of English monarch Charles II, was said to have introduced which cutlery item to the dining tables of England?",False
Who was the only US President not to live at the Whitehouse?,False
What type of creature is a danio?,False
A foehn is what type of weather condition?,False
Former US President John F Kennedy belonged to which political party?,False
What part of the body does an insect finally have to grow to become an imago?,False
Photographer Ansel Adams was famous for his photographs of what?,False
"Which ‘ology’ is the search or study of animals whose existence has not been proven, such as the Yeti or Loch Ness Monster?",False
What type of flesh does a pescatarian eat?,False
Name the USSR world-beating 1959-76 Moon program/craft?,False
What is the technical term for a coral island consisting of a reef surrounding a lagoon?,False
What word is used for the process of clarifying beer or wine?,False
The Golden Wattle is one of the national symbols of which country?,False
Who got to no.1 with ‘The Sun Ain’t Gonna Shine Anymore’ in 1966?,False
Which Bond girl married a Beatle?,False
Who composed the symphonic poem Scheherezade?,False
"In the USA, Martin Luther King Day is observed on the 3rd Monday of which month?",False
The condition Ketosis would result from an inadequacy of what in the diet?,False
Prior to Sochi which country has won the most Winter Olympic medals?,False
"WWII, in which year did the Battle of Kursk occur ?",False
What term is given to a buyer of new shares expecting the market will push the price up?,False
Who is the female presenter of the UK TV programme ‘Most Haunted’?,False
At which school was squash first played?,False
The Sovereign Base Areas are on which island?,False
Who rode a horse called Binky in Terry Pratchett’s Discworld novels?,False
Who did Evan Davies replace in a long-running TV programme this summer?,False
On which Japanese island did the Americans take control of vital Pacific airfields in 1945?,False
In Lancashire someone is ‘skrikin’ – what are they doing?,False
"'Go ahead, make my day' is a catchphrase from which 1983 film?",False
What was the first fully computer generated film?,False
Papworth is in which county ?,False
Who went from Radio 5 Live to 'The One Show' with Nadia Sawalah on BBC TV?,False
In trigonometry what is calculated by the adjacent over the hypotenuse?,False
In a greyhound race where does a dog finish if it makes ‘a show’?,False
Who was the President of the USA at the start of the 20th Century?,False
All Scotch whisky must be aged in oak barrels for at least how many years?,False
The Great Schism was a split within the Catholic church in what century?,False
Which physical disability is called medically ‘talipes’?,False
Who won the Australian Open Men’s Tennis Championship?,False
"Situated in Nevada, what is known as 'The Biggest Little City in the World'?",False
Which pioneering Swiss psychologist proposed the theory of the collective unconscious?,False
"Which Monarch was his great, great grandfather?",False
To which animal does the adjective lapine apply?,False
Which unsuccessful model of car was named after Henry Ford’s son?,False
"What is the name of the mother craft of Philae, the probe currently sitting on Comet 67P?",False
"Guaranteeing $50 million, whose basic contract is the most lucrative in Formula 1?",False
From which S.E. London open space do participants start the London Marathon?,False
What is the largest port city in Japan?,False
‘It’s Toasted’ was the advertising slogan for which cigarette brand?,False
What kind of food is Bel Paese?,False
What is the correct term for a period of play in polo?,False
What type of rock is formed when lava or magma cools?,False
On which date is All Saints day celebrated in the Western Church?,False
What was originally called the Pluto Platter?,False
"AKA Beestings, the first milk secreted by a mammal, usually just before giving birth, is known as what?",False
Which metallic element is the essential additive to steel when making stainless steel?,False
Oneiromancy is the divination of what?,False
What sort of sea creature is a Medusa?,False
"Born Arnold Cream, which 37yr-old became the oldest man to win the title (up to 1951)?",False
"Its name means ‘Main Province’, which island makes up 60% of Japan’s total land area?",False
What is obtained from the seeds of the flax plant?,False
A Bandicoot belongs to which order or class of animals?,False
"Medicine: What is a patient suffering from based on the following description - a spread of infection into the blood, which thereby carries the infecting agent throughout the body?",False
How many players are there on a basketball team?,False
Which heavyweight boxing champion of 1951 shares the same surname as a current Arsenal footballer who has the squad number 14?,False
Charlie is the logo of which roadside restaurant chain?,False
